title,year,department,award,film,img_link,film_link,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,Voice,Sets,Camera,Other credits,Based on
Awards,2003,Short films for Internet,"Award for best internet short film
",Touch Me Now,https://www.annecy.org/resources/images/t/20035008.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20035008,Touch Me Now,Craig MARSHALL,Canada,2003,03 min,,macromedia Flash mx,,Colour,,"LOGOS FOR HOBOS ANIMATION &AMP; ILLUSTRATION, Craig MARSHALL","LOGOS FOR HOBOS ANIMATION &AMP; ILLUSTRATION, Craig MARSHALL",,Craig Marshall,,,,Craig Marshall,,Craig Marshall,,,A cold man looks for a warm heart on the internet.,,,,,
Awards,2003,Series for Internet,"Award for best internet series
",Happy Tree Friends “Eye Candy”,https://www.annecy.org/resources/images/t/20035037.jpg,https://www.annecy.org/about/archives/2003/award-winners/film-index:film-20035037,Happy Tree Friends “Eye Candy”,Kenn NAVARRO,USA,2001,02 min 15 s,,internet software,,Colour,,"MONDO MEDIA, John EVERSHED",,,"Kenn Navarro, Rhode Montijo, Warren Graff",,,,Kenn Navarro,,rj eleven,"Jim Lively, rj eleven",,"The Happy Tree Friends are cute, cuddly animals whose daily adventures always end up going horribly wrong. No matter how innocently their day begins, they never know what chaos lingers just around the corner.",,,,,
Awards,2002,Feature films,"Grand Prix for best feature film
",Mari Iyagi,https://www.annecy.org/resources/images/t/20020723.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020723,Mari Iyagi,Sung-gang LEE,South Korea,2002,01 h 20 min,Feature film,2D/3D computer,,Colour,All audiences,"SIZ ENTERTAINMENT, Seong-won JO","GEBEKA FILMS, CINEMA SERVICE CO, LTD, Rachel LIM",,"Soo-jung Kang, Mi-ae Seo, Sung-gang Lee",Min-ho Kim,,,Moon-hee Kim,,Byung-woo Lee,Seok-won Kim,Gok-ji Park,"The instant a beautiful light shines through the marbled interior of a lighthouse, we are suddenly taken into a world of fantasy. Namwoo is about to fall into nothingness when a girl covered in white takes hold of his hand and lifts him up. She is Mari.","Sung-gi Ahn, Byung-hun Lee, Hyung-jin Kong",Ji-heun Hong,Kun-uk Kwon,,
Awards,2002,Short films,"Grand Prix for best short film
",Barcode,https://www.annecy.org/resources/images/t/20020358.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020358,Barcode,Adriaan LOKMAN,Netherlands,2001,08 min 30 s,,3D computer,,Colour,,IL LUSTER FILMS,IL LUSTER FILMS,,Adriaan Lokman,Adriaan Lokman,,,"Adriaan Lokman, Joris Vos",,"Erik Stok, Jeroen Verheij",Erik Stok,,A road movie through an abstract virtual world.,,,,,
Awards,2002,Short films,"Audience Award
",Bookashky,https://www.annecy.org/resources/images/t/20021244.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20021244,Bookashky,Mikhail ALDASHIN,Russia,2002,09 min 33 s,Short film,2D computer,,Colour,All audiences,"PILOT MOSCOW ANIMATION STUDIO, Mikhail ALDASHIN","PILOT MOSCOW ANIMATION STUDIO, Mikhail ALDASHIN",,"Mikhail Aldashin, Charles Swenson",,,,"Mikhail Aldashin, Elena Tchernova, Pavel Barkov, Mikhail Tumelia",,Vladimir Horunzhy,Vladimir Oryol,Mikhail Aldashin,Bugs living in a kitchen.,Nancy Cartright,Valentin Telegin,Alexey Gankov,,
Awards,2002,Short films,"Special Distinction for the boldness of its animation and design for its humour
Fipresci Award
",Flux,https://www.annecy.org/resources/images/t/20020942.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020942,Flux,Christopher HINTON,Canada,2002,07 min 40 s,,drawing on paper (pencil),,Colour,,"ONF - OFFICE NATIONAL DU FILM DU CANADA, Marcy PAGE","ONF - OFFICE NATIONAL DU FILM DU CANADA, Joanne LEDUC",,Chris Hinton,,,,Chris Hinton,,Lance Neveu,Lance Neveu,Hannele Halm,"A whimsical piece about life, entropy and the inexorable march of time that plays with the mundane interactions and events of two generations of a family and natural order.",,,,,
Awards,2002,TV specials,"Grand Prix for best TV animation programme
",Hamilton Mattress,https://www.annecy.org/resources/images/t/20020546.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020546,Hamilton Mattress,Barry J. C. PURVES,United Kingdom,2001,30 min,,puppets,,Colour,,"HARVEST FILMS LIMITED, Christopher MOLL","ENTERTAINMENT RIGHTS, Jane SMITH",,"John Webster, Anna Farthing",,,,Barry J.C. Purves,,"Steve Spiro, Wix, Ayub Ogada",Hackenbacker Studios,"Jo Bale, David Martin","Meet Sludger, the first aardvark in history to do anything interesting, in an epic tale of ants, drumming and trousers!",Collectif,,Paul Smith,,
Awards,2002,Short films,"Special Jury Award
",Home Road Movies,https://www.annecy.org/resources/images/t/20021229.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20021229,Home Road Movies,Robert BRADBROOK,United Kingdom,2001,11 min 40 s,,"3D computer, live action",,Colour,,"FINETAKE PRODUCTIONS, Dick ARNALL",FINETAKE PRODUCTIONS,,Ian Sellar,Robert Bradbrook,,,Robert Bradbrook,,KPM,"Nigel Heath, Julian Slater",Tony Fish,The real-life story of a shy and awkward father who desperately wanted the family car to make him a better parent.,Phelim McDermott,,,,
Awards,2002,Short films,"Special Mention for its artistic qualities
",La funambola,https://www.annecy.org/resources/images/t/20021157.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20021157,La funambola,Roberto CATANI,Italy,2002,06 min 26 s,,drawing on paper (gypsum on black paper),,Colour,,"Roberto CATANI, ARTE FRANCE, Hélène VAYSSIÈRES","ARTE FRANCE, Hélène VAYSSIÈRES",,Roberto Catani,Roberto Catani,Roberto Catani,Roberto Catani,Roberto Catani,,Normand Roger,Marco Galassi,Roberto Catani,"The images of a life as seen through the eyes of a woman who, motionless in front of the sea, feels the need for some relief.",,Roberto Catani,,,
Awards,2002,Short films,"""CANAL J"" Junior jury Award for a short
",Le papillon,https://www.annecy.org/resources/images/t/20021001.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20021001,Le papillon,"Antoine ANTIN, Jenny RAKOTOMAMONJY",France,2002,03 min 25 s,,"pencil on paper, 2D computer",,Colour,,"BIBO FILMS - GROUPE PUMPKIN FACTORY, Pascal CHEVÉ","BIBO FILMS - GROUPE PUMPKIN FACTORY, Pascal CHEVÉ",,"Antoine Antin, Jenny Rakotomamonjy","Antoine Antin, Jenny Rakotomamonjy","Antoine Antin, Jenny Rakotomamonjy","Antoine Antin, Jenny Rakotomamonjy","Antoine Antin, Jenny Rakotomamonjy",,Cédric Marquis,Phong Ho,"Antoine Antin, Jenny Rakotomamonjy","Set in medieval Japan, a young woman fights to protect the memory of her samurai fiancé who died during the war.",,"Antoine Antin, Jenny Rakotomamonjy",,,
Awards,2002,Short films,"Special Distinction for the quality of emotion and the skill of the direction
",Looking for Horses,https://www.annecy.org/resources/images/t/20020434.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020434,Looking for Horses,Anthony LAWRENCE,Australia,2001,06 min,,puppets,,Colour,,"PLASMATION, Anthony LAWRENCE",,,Chrissie McMahon,Anthony Lawrence,Anthony Lawrence,,Anthony Lawrence,,Phillip Houghton,Doron Kipen,Anthony Lawrence,"Two sisters roam around French Island, trying to make sense of what is going on between their parents.",Samantha Stone,,Anthony Lawrence,,"""Looking for Horses and Finding Goats"""
Awards,2002,Short films,"""Jean-Luc Xiberras "" Award for a first film
",Roof Sex,https://www.annecy.org/resources/images/t/20021056.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20021056,Roof Sex,PES,USA,2001,01 min 10 s,Short film,animated objects,Sans dialogue ni commentaire,Colour,Adults,P.E.S,,,PES,,,,PES,,,,Sam Welch,Hot XXX chair-on-chair action!,,,Mai Iskander,,
Awards,2002,TV series,"Special Award for a TV series
","Samurai Jack ""Episode 7""",https://www.annecy.org/resources/images/t/20020595.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020595,"Samurai Jack ""Episode 7""",Genndy TARTAKOVSKY,USA,2001,23 min 54 s,,drawing on cels,,Colour,,"CARTOON NETWORK STUDIOS, Genndy TARTAKOVSKY",,,"Mark Andrews, Bryan Andrews","Scott Wills, Dan Krall","Mark Andrews, Bryan Andrews","Todd Frederiksen, Paul Stec, Pat Agnasin",Heung Soon Park,,James L. Venable,,Paul Douglas,Jack must get past three blind archers to reach an all powerful wishing well.,"Phil LaMarr, Joe Alaskey, Clyde Kusatsu, Kevin Michael Richardson",Jenny Gase,,,
Awards,2002,TV series,"Special Distinction for a TV series
",Timoon and the Narwhal,https://www.annecy.org/resources/images/t/20020783.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020783,Timoon and the Narwhal,Natalia ORLOVA,"Russia, United Kingdom, Canada",2001,13 min,,drawing on cels (paint),,Colour,,"ANIMOSE, Tengiz SEMENOV",,,,,Natalia Orlova,Sofia Kravtsova,"Dmitry Novoselov, Sergei Glagolev",,"Nagel Beaham-Powell, Bella Russel",Rod Howick,Natalia Orlova,"About a blind boy’s love for his aunt, wonderful transformations and wonders.",,Sofia Kravtsova,"Inna Podenschikova, Alexander Chekhovsky",,
Awards,2002,Short films,"Unicef Award
",Tornehekken,https://www.annecy.org/resources/images/t/20020132.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020132,Tornehekken,Anita KILLI,Norway,2001,13 min,,cut-outs,,Colour,,"TROLLFILM AS, Anita KILLI","NORWEGIAN FILM INSTITUTE, Toril SIMONSEN",,Anita Killi,,,,Anita Killi,,Hege Rimestad,Håkon Lammetun,Pål Gengenbach,"Florian and Marlene are best friends. Every day they play down by the creek. One day however, war breaks out, and the two children are not allowed to play together because they are on opposing sides of the war.","Erik Rimestad, Raoul Ekeli, Karoline Granlund Lammetun, Amy Aasen, Kristin Borge, Kristin Zachariassen, Nils Ole Oftebro, Simon Lay",,Anita Killi,,"""Flon Flon et Musette"", Elzbieta"
Awards,2002,TV specials,"Award for best TV special
",War Game,https://www.annecy.org/resources/images/t/20020204.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020204,War Game,Dave UNWIN,United Kingdom,2001,29 min,,pencil on paper,,Colour,,"THE ILLUMINATED FILMS COMPANY, Iain HARVEY","THE ILLUMINATED FILMS COMPANY, Iain HARVEY",,Simon Nicholson,Dave Unwin,Dave Unwin,Dave Unwin,Dave Unwin,,Julian Nott,Michael Cordon,Taylor Grant,Three young men are involved in the historically true football game played between German and English troops in no man's land on Christmas day 1914.,"Iain Jones, Adam Godley, Ben Warwick, Tom Wesel, Colin McFarlane, Phill Rowson, Kate Winslet",Paul Osborne,,,"""War Game"", Michael Foreman"
Awards,2002,Advertising films,"Advertising or promotional film Award
",Brahma “Vingança”,https://www.annecy.org/resources/images/t/20020221.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020221,Brahma “Vingança”,"Sergio AMON, Alceu BAPTISTAO",Brazil,2001,01 min 30 s,,"2D/3D computer, live action",,Colour,,"ZERO FILMES, VETOR ZERO / LOBO, Alberto LOPES",,,,,,,"Alceu Baptistão, Alexandre Eschenbach",,,,,The campaign is three works (to be shown as a sequence) showing the adventures of a turtle in the desert and how it gets the Brahma beer.,,,,,
Awards,2002,Animated sequences,"Award for best animated sequence
",British Animation Awards 2002,https://www.annecy.org/resources/images/t/20021255.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20021255,British Animation Awards 2002,GROUP WORK,United Kingdom,2002,02 min,,3D computer,,Colour,,"THE CHARACTERSHOP, LTD",,,,Annie Jenkins,,Chris Breeze,Ben Clark,,Richard Chester,Peter Jeffreys,Gary Vollans,Opening sequence to present the British Animation Award Ceremony 2002.,,Andrew Proctor,,,
Awards,2002,"Educational, scientific or industrial films","Educational, scientific or industrial film Award
",Tom's Toilet Triumph,https://www.annecy.org/resources/images/t/20020048.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020048,Tom's Toilet Triumph,Greg HOLFELD,Australia,2001,06 min 44 s,,"drawing on paper, 2D computer",,Colour,,"PANIC PRODUCTIONS, Judi OEHME","ISDC, Ingelin FROILAND",,"Greg Holfeld, Dallas Dunn",Greg Holfeld,Greg Holfeld,Greg Holfeld,"Greg Holfeld, Stephen Dodds",,Sean Timms,Pete Best,Marty Pepper,Tom achieves his goal.,Antony Capa,Greg Holfeld,Igal Dayan,,
Awards,2002,Pilots,"Award for a pilot or TV special
","Yoko! Jakamoto! Toto! ""The Fly""",https://www.annecy.org/resources/images/t/20020211.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020211,"Yoko! Jakamoto! Toto! ""The Fly""",Tony COLLINGWOOD,United Kingdom,2001,05 min,,2D computer,,Colour,,"COLLINGWOOD O'HARE ENTERTAINMENT LIMITED, Christopher O'HARE","GULLANE ENTERTAINMENT, Giannina ANTOLA",,Tony Collingwood,,Tom Elmes,Andrea Tran,Andrea Tran,,Roger Jackson,Peter Dixon,David Ward,"An irritating fly interrupts Yoko, Jakamoto and Toto's peaceful slumbers. They each chase after it and try to capture it, but when they do finally catch it, the fly cries so pathetically that they feel guilty about taking away its freedom. The fly is released and they all play happily together.",,Andrea Tran,,,
Awards,2002,Graduation Films,"Award for best school or graduation film
",Das Rad,https://www.annecy.org/resources/images/t/20020137.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020137,Das Rad,"Heidi WITTLINGER, Christian STENNER, Arvid UIBEL",Germany,2001,08 min 47 s,,"puppets, 3D computer",,Colour,,"FILMAKADEMIE BADEN-WÜRTTEMBERG, Georg GRUBER",FILMAKADEMIE BADEN-WÜRTTEMBERG,,"Arvid Uibel, Chris Stenner, Heidi Wittlinger","Arvid Uibel, Chris Stenner, Heidi Wittlinger","Arvid Uibel, Chris Stenner, Heidi Wittlinger","Arvid Uibel, Chris Stenner, Heidi Wittlinger","Arvid Uibel, Chris Stenner, Heidi Wittlinger",,Roland Hackl,Bernd Müller,,"Hew and Kew are made of stone. They talk together, and a chat amongst stones can take a while.","Rainer Basedow, Michael Habeck","Arvid Uibel, Chris Stenner, Heidi Wittlinger","Arvid Uibel, Chris Stenner, Heidi Wittlinger",,
Awards,2002,Graduation Films,"Special Jury Award
",Histoire de Cesaria,https://www.annecy.org/resources/images/t/20020663.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020663,Histoire de Cesaria,Camille HENROT,France,2001,06 min 06 s,Graduation film,"pencil on paper, drawing on film (scratching)",Sans dialogue ni commentaire,,All audiences,ENSAD - ÉCOLE NATIONALE SUPÉRIEURE DES ARTS DÉCORATIFS,,,,Camille Henrot,Camille Henrot,Camille Henrot,Camille Henrot,,Charles de Moffarts,Sébastien Pierre,Grégoire Sivan,"A day by day account of the mounting discord surrounding a greengrocer in regard to the way she and those around her view her body, resulting in a strange mix up.",,Camille Henrot,Camille Henrot,,
Awards,2002,Graduation Films,"Special Distinction
",Qui veut du pâté de foie ?,https://www.annecy.org/resources/images/t/20020661.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020661,Qui veut du pâté de foie ?,"Anne-Laure BIZOT, Amélie GRAUX",France,2001,05 min 30 s,,clay,,Colour,,ENSAD - ÉCOLE NATIONALE SUPÉRIEURE DES ARTS DÉCORATIFS,,,"Anne-Laure Bizot, Amélie Graux","Anne-Laure Bizot, Amélie Graux","Anne-Laure Bizot, Amélie Graux","Anne-Laure Bizot, Amélie Graux","Anne-Laure Bizot, Amélie Graux",,Julien Widmer,Alexis Baskind,Anne-Laure Bizot,"The terrible destiny of a weak little child, mis-matched with a glutonous family...",,"Anne-Laure Bizot, Amélie Graux","Anne-Laure Bizot, Amélie Graux",,
Awards,2002,Graduation Films,"Fipresci Special Distinction
",Shh,https://www.annecy.org/resources/images/t/20020072.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020072,Shh,Adam ROBB,Australia,2001,05 min 11 s,,"drawing on cels, drawing on paper (pastel, ink, pencil)",,Colour,,"VCA - VICTORIAN COLLEGE OF THE ARTS, Andi SPARK","FLICKERFEST INTERNATIONAL SHORT FILM FESTIVAL, Bronwyn KIDD",,Adam Robb,Adam Robb,Adam Robb,Adam Robb,Adam Robb,,Justin Marshall,Justin Marshall,Adam Robb,A deliciously black insight into baby-rage.,,Adam Robb,Adam Robb,,
Awards,2002,Graduation Films,"""CANAL J"" Junior jury Award for a school or graduation film
",The Crossing Guard,https://www.annecy.org/resources/images/t/20020842.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20020842,The Crossing Guard,Josh WEST,USA,2001,58 s,,3D computer,,Colour,,"RINGLING COLLEGE OF ART AND DESIGN, Susan TROVAS","RINGLING COLLEGE OF ART AND DESIGN, Susan TROVAS",,Joshua West,,,,Joshua West,,Joshua West,Joshua West,,"The hero is entrusted with but one unyielding duty: to protect and preserve the lives of children. There are but three things he must battle while endlessly fighting to perform his calling. One, he’s only a crossing guard. Two, the traffic is heavy. Three, he’s an armadillo.",,,,,
Awards,2002,Short films for Internet,"Award for best internet short
",Les démons d’Inoshiro,https://www.annecy.org/resources/images/t/20025066.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20025066,Les démons d’Inoshiro,Jean-Luc GAGE,France,2001,01 min 30 s,,macromedia Flash 4,,Colour,,Jean-Luc GAGE,Jean-Luc GAGE,,Jean-Luc Gage,,,,Jean-Luc Gage,,Jean-Luc Gage,,,A book of children’s tales serves as a passage between hell and reality...,,,,,
Awards,2002,Series for Internet,"Award for best internet series
","Kevina ""Episode 3""",https://www.annecy.org/resources/images/t/20025154.jpg,https://www.annecy.org/about/archives/2002/award-winners/film-index:film-20025154,"Kevina ""Episode 3""",Kevin LOFTON,USA,2001,03 min,,internet software,,Colour,,"UBO - URBAN BOX OFFICE, Adam KIDRON",,,Kevin Lofton,,,,"Kevin Lofton, Frank Suarez, Michael Foran",,Peter Thomas,,,Stories about a single dad and his daughter Kevina.,,,,,
