year,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,department,Voice,Sets,Based on,Camera,Other credits,Development,Character design,Animation directors,Series creator(s),Script writer,Graphic designer
2005,Ultralounge,Miguel A. GALLARDO,Spain,2004,49 s,Advertising film,"drawing on paper, 2D computer",Sans dialogue ni commentaire,Colour,Adults,"CINEMANIA SL, Pau BOSCH",Pau BOSCH,,,Miguel A. Gallardo,Miguel A. Gallardo,Iskra,Iskra,,Paloma Atienza,,,"A love story bathed in a sordid atmosphere of music, dance and alcohol.",Commissioned Films,,,,,,,,,,,
2005,"United Airlines ""A Life""",Michaël DUDOK DE WIT,USA,2004,30 s,Advertising film,drawing on paper,Version originale anglaise,Colour,All audiences,"ACME FILMWORKS, INC., Ron DIAMOND",,,Stuart D’Rozario,Bob Barrie,,,"Arjan Wilschut, Claire Armstrong",,,,George Khair,A boy riding his bike looks up into the sky as a plane passes overhead. It follows the boy's life from classroom to college graduation to his career and ultimate retirement.,Commissioned Films,,,,,,,,,,,
2005,Evonication,Pierre SCHWARZ,France,2005,45 s,,internet software,Version originale française,,,,Pierre SCHWARZ,,Pierre Schwarz,,,,Pierre Schwarz,,Jim Mentfakh,,,"In the beginning language was unique, then a variety of languages appeared. How have our ways of communicating evolved? Why is love an important medium of this evolution? To understand is to share.",,,,,,,,,,,,
2005,Fleeced,David WINN,USA,2004,03 min,,macromedia Flash mx,Version originale anglaise,,All audiences,David WINN,David WINN,,David Winn,,,,David Winn,,Thomas “Fats” Waller,Jim Lively,,A once benevolent sheepdog is overcome with greed and begins to exploit his flock with fear as his sole tactic.,,,,,,,,,,,,
2005,John the Brave,Andrea CASTELLANI,Italy,2005,01 min 32 s,,macromedia Flash mx,Sans dialogue ni commentaire,,Young adults,"CARTOBALENO S.N.C., Andrea CASTELLANI","CARTOBALENO S.N.C., Andrea CASTELLANI",,Andrea Castellani,,,,Andrea Castellani,,Andrea Castellani,,,John the Brave knight wants to rescue a lady from the fearful beast's clutches. But in the end he might have a bad surprise.,,,,,,,,,,,,
2005,La porte,Pascal CAMPION,USA,2005,02 min 02 s,,macromedia Flash mx,Sans dialogue ni commentaire,,All audiences,"BENT IMAGE LAB, Anthony GREENE",,,Pascal Campion,,,,Pascal Campion,,Eric Kilkeny,,,A man is trying to go back through a door towards an undefined place.,,,,,,,,,,,,
2005,La vie avec un brin de folie,Annie FRENETTE,Canada,2004,05 min 35 s,,macromedia Flash 5,Version originale française,,Adults,"ONF - OFFICE NATIONAL DU FILM DU CANADA, Michèle BÉLANGER","ONF - OFFICE NATIONAL DU FILM DU CANADA, Johanne ARNAULD",,,,,,Philippe Arsenault-Buissières,,"Frédéric Levasseur, Philippe Venne",,,Five poetic and funny minutes to break two thousand years of prejudice about craziness.,,,,,,,,,,,,
2005,Le chat Toutou,Yun LEE,Taiwan,2005,05 min 21 s,,macromedia Flash mx,Sans dialogue ni commentaire,,All audiences,Yun LEE,Yun LEE,,Yun Lee,,,,Yun Lee,,,Yun Lee,,Toutou is a cat unlike any other. Thanks to his imagination he has lived a number of magical moments.,,,,,,,,,,,,
2005,Le fabuleux destin d'Amélie Pingouin,Nicolas MAZIÈRE,France,2004,03 min 25 s,,macromedia Flash mx,Version originale française,,All audiences,Nicolas MAZIÈRE,,,Nicolas Mazière,,,,Nicolas Mazière,,Nicolas Mazière,,,The things Amélie Penguin likes and dislikes in her marvellous world of the ice floe.,,,,,,,,,,,,
2005,Lullaby,Inna VOLOSSOV,Israel,2004,01 min 45 s,,macromedia Flash mx,Sans dialogue ni commentaire,Colour,"Young adults, Adults","BEZALEL ACADEMY OF ART AND DESIGN, Inna VOLOSSOV","BEZALEL ACADEMY OF ART AND DESIGN, Inna VOLOSSOV",,Inna Volossov,,,,Inna Volossov,,“Infected Mushroom”,,,"Postmodern lullaby for ""grown up"" kids. A tale of three heroes in a closed circle in a nonexistent land. Their journey takes us into an alienated dream full of mystic adventures, then brings us back to the temporary shelter from the storm and confusion.",,,,,,,,,,,,
2005,Octobre,Daniel BOUILLOT,France,2004,01 min 05 s,,macromedia Flash mx,Version originale française sous-titrée anglais,,All audiences,LISIÈRE DÉVELOPPEMENT,,,Daniel Bouillot,,,,Daniel Bouillot,,Daniel Bouillot,,,Animated love poetry.,,,,,,,,,,,,
2005,Shorter Life,Pierre SCHWARZ,France,2005,01 min 05 s,,internet software,Version originale anglaise,,,,Pierre SCHWARZ,,Pierre Schwarz,,,,Pierre Schwarz,,Edenia,,,My first is inoffensive. My second gives me pleasure. I'd be at a loss without my third. My all can change my life.,,,,,,,,,,,,
2005,Si tu n'étais pas là,Mattia Francesco LAVIOSA,Italy,2004,04 min 34 s,,macromedia Flash mx,Sans dialogue ni commentaire,,Adults,"CARTOBALENO S.N.C., Mattia Francesco LAVIOSA","CARTOBALENO S.N.C., Mattia Francesco LAVIOSA",,Mattia Francesco Laviosa,,,,Mattia Francesco Laviosa,,"“Si tu n’étais pas là”, P. Bayle, G. Claret ; “J’attendrai”, Jean Sablon",,,"If you weren't there, how could I stay alive?... How could I accept myself? In the setting of a late 19th century Paris, two lonely people meet, get to know each other and fall in love. Until a mind-blowing revelation breaks their relationship. But not all is lost...",,,,,,,,,,,,
2005,Three Feathers and a Rainworm,Igor CORIC,,2004,03 min 45 s,,macromedia Flash mx,Version originale anglaise,,Young adults,"FREELENS ARTS, Igor CORIC",FREELENS ARTS,,Igor Coric,,,,Igor Coric,,Ludwig Van Beethoven,,,"Nature is beautiful, but not merciful.",,,,,,,,,,,,
2005,"Cool Look ""Killing the Long Race Champion""",Xi CHEN,China,2004,06 min 16 s,,macromedia Flash mx,Version originale chinoise sous-titrée anglais,,Adults,Xi CHEN,Xi CHEN,,Xi Chen,,,,Xi Chen,,Xuan Zhou,,,"A professional killer receives a secret order to murder a female long-distance runner who has been champion for years. Unfortunately, the deficient information destroys him.",,,,,,,,,,,,
2005,Elephant (Episode 1),Igor CORIC,,2004,01 min 47 s,,macromedia Flash mx,Sans dialogue ni commentaire,,Young adults,"FREELENS ARTS, Igor CORIC",FREELENS ARTS,,Igor Coric,,,,Igor Coric,,Tora,,,A series targeting the heart of totalitarianism.,,,,,,,,,,,,
2005,"Firmins ""Éolienne""",Bruno RHINN,France,2004,01 min 20 s,,macromedia Flash mx,Sans dialogue ni commentaire,,All audiences,,,,Hervé Marchal,,,,Bruno Rhinn,,Brita Malice,,,After passing through a washing machine a Firmin decides to take up the pleasures of television.,,,,,,,,,,,,
2005,"Happy Tree Friends ""Class Act""",Kenn NAVARRO,USA,2004,02 min 53 s,,macromedia Flash mx,Sans dialogue ni commentaire,,Young adults,"MONDO MEDIA, John EVERSHED","STUDIO WORKS ENTERTAINMENT, Don GOLD",,Kenn Navarro,,,,Kenn Navarro,,Rj Eleven,,,"Holiday episode featuring the entire cast. You have to admire Lumpy's attitude that the show must go on, but sometimes there is too much disaster for even the Happy Tree Friends gang.",,,,,,,,,,,,
2005,"Happy Tree Friends ""Out on a Limb""",Kenn NAVARRO,USA,2004,02 min 20 s,,macromedia Flash mx,,,,"MONDO MEDIA, John EVERSHED","STUDIO WORKS ENTERTAINMENT, Don GOLD",,Kenn Navarro,,,,Kenn Navarro,,Rj Eleven,,,"Inspired by a true story, the film features the dimwitted Lumpy chopping down a tree. Can you hear the screams in the forest?",,,,,,,,,,,,
2005,Kichi le chien,François BERTIN,France,2004,33 s,,macromedia Flash mx,Version originale française,,All audiences,NINJORS.INK,,,François Bertin,,,,François Bertin,,,,,Adopt a dog! Today: Kichi the dog.,,,,,,,,,,,,
2005,Long Distance Relationship,Bernard DERRIMAN,Australia,2004,03 min,,macromedia Flash 4,Version originale anglaise,,"Young adults, All audiences",Bernard DERRIMAN,Bernard DERRIMAN,,Arj Barker,,,,Bernard Derriman,,Mark O’Connor,,,Arj returns from a trip to New Zork with some issues.,,,,,,,,,,,,
2005,"Perestroika ""Divided We Stand""",Ryosuke AOIKE,"Canada, Japan",2003,02 min 05 s,,macromedia Flash mx,Version originale anglaise sous-titrée japonais,,"9-11 years, 12-15 years, Young adults, Adults","BUDDIEZ INC., Wataru KAGEYAMA",,,Ryosuke Aoike,,,,Ryosuke Aoike,,Hitomi Shimuzu,,,"The trio open a hot dog stand, with unexpected results.",,,,,,,,,,,,
2005,"Perestroika ""What's the Point""",Ryosuke AOIKE,"Canada, Japan",2003,02 min 05 s,,macromedia Flash mx,Version originale anglaise sous-titrée japonais,,"9-11 years, 12-15 years, Young adults, Adults","BUDDIEZ INC., Wataru KAGEYAMA",,,Ryosuke Aoike,,,,Ryosuke Aoike,,Hitomi Shimuzu,,,The trio deal with their hunger in a very creative manner.,,,,,,,,,,,,
2005,Rien-mura monogatari,Keita FUNAMOTO,Japan,2004,03 min 05 s,,macromedia Flash mx,Version originale japonaise sous-titrée français,,All audiences,"CREATIVE STUDIO “THE VILLAGE OF MARCHEN”, Keita FUNAMOTO","CREATIVE STUDIO “THE VILLAGE OF MARCHEN”, Sumie FUNAMOTO",,Eriko Takano,,Keita Funamoto,,Keita Funamoto,Keita Funamoto,"Pierrine, Ancy",Keita Funamoto,,"Rien village is calm and peaceful. The prince Poisson watches the village people beside the ""Rien pond"". A young elephant comes to the tower of Marron Grigri...",,"Honoka Kokorogi, Rie Kayama, Miki Kusakabe, Kaoru Okuno, Masahiro Ichihara, Chihiro Mithuba, Yasuyo Fujishiro, Tomoyoshi Fukatsu, Mayuki, Yuuko Kawase",,,Keita Funamoto,,,,,,,
2005,Sex,Hyoung-min PARK,South Korea,2005,55 s,,"macromedia shockwave, macromedia Flash mx",Sans dialogue ni commentaire,Colour,Young adults,"KYOUNG-SUNG UNIVERSITY, Junsu PARK",,,Hyoungmin Park,,,,Hyoungmin Park,,Hyoungmin Park,,,How to have rhythmical sex but do not forget to use a condom.,,,,,,,,,,,,
2004,"El Cid, la leyenda",José POZO,Spain,2003,01 h 20 min,,"drawing on paper (pencil), 3D computer",,Colour,,"FILMAX INTERNATIONAL, Julio FERNÁNDEZ","CTV INTERNATIONAL, SOGEDASA, Antonia NAVA",,José Pozo,Victor Maldonado,Enrique Fernandez,Adrian Garcia,Javier Martin,,Oscar Araujo,Daniel Saiz,Felix Bueno,"The thrilling exploits of Rodrigo de Vivar, the son of a Spanish nobleman who was educated in the royal court and in love with Gimena, the daughter of the King’s commandant. Despite being a courageous man, he sees how all that he has so effortlessly won is snatched away from him in a world of scheming and court conspiracies.",Official Feature Films,,Toni Fezjula,,Johnny Connolly,,,,,,,
2004,Hair High,Bill PLYMPTON,USA,2004,01 h 16 min,,drawing on cels,,Colour,,"PLYMPTOONS - BILL PLYMPTON STUDIO, Bill PLYMPTON",E.D. DISTRIBUTION,,Bill Plympton,,Bill Plympton,Bill Plympton,Bill Plympton,,"Nicholas Hill, Maureen McElheron, Hank Bones",Bill Seery,Rob Hall,"An outrageous gothic comedy telling the legend of Cherri and Spud, a teenage couple who are murdered on prom night and come back to life one year later.",Official Feature Films,"Dermot Mulroney, Sarah Silverman, Eric Gilliland",Bill Plympton,,John Donnelly,,,,,,,
2004,Oseam,Baek-yeop SUNG,South Korea,2003,01 h 15 min,,2D computer,,Colour,,"MAGO21 CO., LTD., Jung-ho LEE","LES FILMS DU PRÉAU, CINEMA SERVICE CO, LTD, Kristin KIM",,Min-yong Choi,Sung-cheol Muhn,,Joo-wang Jung,Ji-hwan Hwang,,Ho-jung Kang,Young-bin Lee,,"Gil-son strongly believes that his mother is still alive. His blind, kind-hearted sister, Gam-I, keeps him from finding out about their mother’s death.",Official Feature Films,Seo-young Kim,,,Hyo-cheol Shin,,,,,,,
2004,P3K Pinocchio 3000,Daniel ROBICHAUD,"Canada, France, Spain",2004,01 h 17 min 06 s,,3D computer,,Colour,,"CINÉGROUPE ANIMATION, INC., Jacques PETTIGREW, ANIMAKIDS PRODUCTIONS, Philippe GARELL, CASTELAO PRODUCTIONS / FILMAX ANIMATION, Paco RODRIGUEZ",ANIMAKIDS PRODUCTIONS,,Claude Scasso,"Jean-Baptiste Andreae, Marcos Testamarcq",Nick Vallinakis,Benoît Ladouceur,Christian Garcia,,"James Gelfand, Roddy Julienne",Sylvain Bourgault,Claudette Duff,"In the year 3000, in the city of Scamboville, sheltered between skyscrapers, stands an eccentric dilapidated house and its small garden. It is here that Geppetto, the old computer craftsman enthusiast, carries out his dream of having a son. With the help of his assistant, Spencer the robot penguin, Geppetto creates an exceptional robot prototype: Pinocchio.",Official Feature Films,"Howie Mandel, Malcolm McDowell et Whoopi Goldberg",Okidoki Studio,Carlo Collodi,Nicolas Lebessis,,,,,,,
2004,Toto’ Sapore e la magica storia della pizza,Maurizio FORESTIERI,Italy,2003,01 h 19 min,,2D/3D computer,,Colour,,"MEDUSA FILM, Andrea LAZZARIN, LANTERNA MAGICA S.R.L., Maria FARES","LANTERNA MAGICA S.R.L., Maria FARES",,"Umberto Marino, Pablo Cananzi","Maurizio Forestieri, Lele Luzzati",Maurizio Forestieri,Monserrat Martin Juares,Edson Basarin,,"Edoardo Bennato, Eugenio Bennato",Giorgo Vita Levi,Michele Buri,Toto’ Sapore inherits four magic pots and so becomes the king’s cook. But in the depths of a vulcano lives Vesuvia who is plotting against Toto.,Official Feature Films,"Lello Arena, Mario Merola, Francesco Paolantoni",Marcos Mateu Mestre,"“Il cuoco prigioniero” , Roberto Piumini",Elena Toselli,,,,,,,
2004,Aru tabibito no nikki,Kunio KATO,Japan,2003,16 min 05 s,,"drawing on paper (pencil), 2D computer",,Colour,,"ROBOT COMMUNICATIONS, INC., Emi MATSUMOTO","ROBOT COMMUNICATIONS, INC., Emi MATSUMOTO",,Kunio Kato,Kunio Kato,Kunio Kato,Kunio Kato,Kunio Kato,,Kenji Kondo,Kiyomi Hidaka,,Strange things happen to a traveller.,Short Films,,Kunio Kato,,Kunio Kato,,,,,,,
2004,Bad Dad,Tasha HOLLYWOOD,United Kingdom,2003,03 min,,"drawing on paper (ink), 2D computer",,,,Tasha HOLLYWOOD,,,Tasha Hollywood,Tasha Hollywood,Tasha Hollywood,Tasha Hollywood,Tasha Hollywood,,Tasha Hollywood,Tasha Hollywood,Tasha Hollywood,A small boy tells a story about his bad Dad in the form of a poem.,Short Films,Gregory Hollywood,Tasha Hollywood,,Tasha Hollywood,,,,,,,
2004,Bid 'Em In,Neal SOPATA,USA,2003,02 min 10 s,,"drawing on paper (pencil), 2D computer",,Colour,,"SOPATA PRODUCTIONS, Neal SOPATA","SOPATA PRODUCTIONS, Neal SOPATA",,Neal Sopata,Neal Sopata,Neal Sopata,Neal Sopata,Neal Sopata,,Neal Sopata,Neal Sopata,Neal Sopata,A young woman's humanity is cruelly rejected as she is placed on the auction block of a small southern town in pre-civil war America.,Short Films,Oscar Brown Jr.,Neal Sopata,"""Bid ‘Em In""",Neal Sopata,,,,,,,
2004,Bip-Bip,Romain SEGAUD,France,2003,02 min 10 s,,"photos, 2D computer",,Colour,,"CUBE CREATIVE PRODUCTIONS, Lionel FAGES",,,Romain Segaud,,Romain Segaud,,Romain Segaud,,Joe Dassin,,Romain Segaud,"An amusing meeting between a Parisian driver and a Parisian woman, in a traffic jam.",Short Films,,,,,,,,,,,
2004,Birthday Boy,Sejong PARK,Australia,2004,09 min 18 s,,3D computer,,Colour,,"AFTRS - AUSTRALIAN FILM, TELEVISION & RADIO SCHOOL, Andrew GREGORY","AFTRS - AUSTRALIAN FILM, TELEVISION & RADIO SCHOOL, Ruth SAUNDERS",,Sejong Park,Sejong Park,Sejong Park,Sejong Park,Sejong Park,,James Lee,Megan Wedge,Adrian Rostirolla,"During the Korean War, little Manuk plays on the streets of his village and dreams of life on the front. When he returns home, he finds a birthday present that will change his life.",Short Films,Joshua Ahn,Sejong Park,,Sejong Park,,,,,,,
2004,Cai Wei,"Ye ZHAO, Yang HUANG",China,2003,07 min 35 s,,carving (on wood),,Colour,,BEIJING FILM ACADEMY,,,"Ye Zhao, Yang Huang",Ye Zhao,"Ye Zhao, Yang Huang",Ye Zhao,Ye Zhao,,Xin Liu,Ye Zhao,Ye Zhao,"Chinese folk tale telling the story of two hermits Boyi and Shqi who pick Wei, a kind of grass, for a living but finally starve to death so that they could maintain their noble status.",Short Films,Ye Zhao,Ye Zhao,Gu Shi Xi Bian,Ye Zhao,,,,,,,
2004,Calypso Is Like So,Bruno COLLET,France,2003,07 min 07 s,,puppets,,Colour,,"VIVEMENT LUNDI !, Jean-François LE CORRE, TV RENNES, FRANCE 2","MEGAFILMS, François BARRAUD",,Bruno Collet,,,,Julien Leconte,,KPM Music,,Pascal Auclert,"On a deserted set, a famous actor lives amongst the memories of his films. An unexpected visitor is going to discover both the attractive and worrying personalities of this man… A tribute to Robert Mitchum.",Short Films,Claire Keim,"Jean-Marc Ogier, Bruno Collet",,Fabrice Richard,,,,,,,
2004,Childhood Trauma #17,Michiel DE KRAKER,United Kingdom,2003,02 min 07 s,,3D computer,,Colour,,,,,Angella King,Michiel de Kraker,Michiel de Kraker,Michiel de Kraker,Michiel de Kraker,,Michiel de Kraker,Michiel de Kraker,Michiel de Kraker,Little kid goes for his first jump off the high board. It leads to a traumatic event.,Short Films,Michiel de Kraker,Michiel de Kraker,,Michiel de Kraker,,,,,,,
2004,Circuit marine,Isabelle FAVEZ,"France, Canada",2003,07 min 50 s,,"drawing on paper (paint), cut-outs, 2D computer",,Colour,,"FOLIMAGE, Patrick EVENO, ONF - OFFICE NATIONAL DU FILM DU CANADA, Marcel JEAN","FOLIMAGE, Dominique TEMPLIER",,Isabelle Favez,Isabelle Favez,Isabelle Favez,,Isabelle Favez,,"Éric Houdart, Kriss Koyazounda","Jean-Claude Millet, Loïc Burkhardt",Hervé Guichara,To be eaten or not to be eaten? That is the question!,Short Films,,Isabelle Favez,,,,,,,,,
2004,Contamination,Carl STEVENSON,United Kingdom,2003,06 min 07 s,,"photos,  2D/3D computer",,Colour,,Carl STEVENSON,Carl STEVENSON,,Carl Stevenson,,,,Carl Stevenson,,,,,A future where genetic modification has resulted in a world of hybrid life forms.,Short Films,,,,,,,,,,,
2004,Déjà vu,Éric LEDUNE,Belgium,2003,10 min 35 s,,drawing on paper (paint),,Colour,,"GOT! OH MY GOT, Éric LEDUNE","CBA - CENTRE DE L'AUDIOVISUEL À BRUXELLES, WIP - WALLONIE IMAGE PRODUCTION, Thierry DETAILLE",,Vincent Logeot,Éric Ledune,Éric Ledune,Éric Ledune,Éric Ledune,,"Barre Phillips, Christian Leroy",Étienne Curchod,"Yves van Herstraeten, Éric Ledune","Nightime, three characters and a singular encounter. “Excuse me Sir, but we know each other, don’t we?”",Short Films,,Éric Ledune,,Éric Ledune,,,,,,,
2004,Des câlins dans la cuisine,Sébastien LAUDENBACH,France,2004,07 min 40 s,,"drawing on paper (ink, paint)",,Colour,,"MAGOURIC PRODUCTIONS, Laurence BERREUR","MAGOURIC PRODUCTIONS, Laurence BERREUR",,Sébastien Laudenbach,Sébastien Laudenbach,Sébastien Laudenbach,,Sébastien Laudenbach,,Nicolas Subréchicot,,Claire-Anne Largeron,"Even though Stan and Léa broke up two months before, Léa asks Stan to spend one last night together for old time’s sake...",Short Films,"Damien Ricour, Rosemary Cerdeira",,,,,,,,,,
2004,Desperado,Yves BEX,Belgium,2002,11 min 10 s,,"drawing on cels, drawing on paper (pastel)",,Colour,,"TROPE FILMS, Frank VAN DEN EECKHOUT",TROPE FILMS,,Yves Bex,Yves Bex,Yves Bex,Yves Bex,Yves Bex,,Jan Marmenout,Louis Demeyere,Yves Bex,A small boy draws his dream world in his school notebooks. But reality also gets into this protected world.,Short Films,,Yves Bex,,Yves Bex,,,,,,,
2004,Egg-Cola “A Miracle in the Desert”,"Sung-ho HONG, Woo-seok YANG",South Korea,2003,07 min 31 s,,3D computer,,Colour,,"INDEPENDENCE, INC., Su-jin CHAE","INDEPENDENCE, INC., Seon-ju OH",,Woo-seok Yang,Ki-soo Hamm,,,Paul (Chul Ho) Daïk,,Woody Kim,Blue Cap,,"The Oldruff family kidnap Valerie, who knows the secret recipe for Egg-Cola. They escape to the desert and come across a throng of Zzaru desert creatures who are captivated by the taste of the drink. Their aim to become rich with their own version of Egg-Cola is now under threat.",Short Films,,"Maxime Desmettre, Haejun Jhee",,,,,,,,,
